pickup_location_id,pickup_latitude,pickup_longitude
21737,40.77289963,-73.95224762
21738,40.74087143,-73.97859192
21739,40.72853088,-73.98191833
21740,40.78371811,-73.98014069
21741,40.75442886,-73.99931335
21742,40.73006439,-73.98951721
21743,40.77396011,-73.98866272
21744,40.75402832,-73.96909332
21745,40.747509,-74.00415802
21746,40.8246994,-73.94062042
21747,40.7855072,-73.9786911
21748,40.77468109,-73.98222351
21749,40.73300171,-74.00752258
21750,40.80351639,-73.96938324
21751,40.76787567,-73.98382568
21752,40.75531006,-73.98327637
21753,40.78611374,-73.96889496
21754,40.78371048,-73.95032501
21755,40.75376892,-73.99230194
21756,40.73603821,-73.98504639
21757,40.76156616,-73.97494507
21758,40.78151703,-73.98101044
21759,40.78062057,-73.95467377
21760,40.74365234,-73.98353577
21761,40.73778915,-73.9884491
21762,40.7468338,-73.98525238
21763,40.79063034,-73.96900177
21764,40.72850037,-73.99449158
21765,40.74420166,-74.00704193
21766,40.72071838,-73.99723816
21767,40.77858353,-73.94510651
21768,40.73067856,-74.00259399
21769,40.76879883,-73.86269379
21770,40.73939133,-73.97651672
21771,40.77745819,-73.97840118
21772,40.75178909,-73.98084259
21773,40.74803162,-73.97583008
21774,40.74491882,-73.93190002
21775,40.78117752,-73.95438385
21776,40.6947403,-73.98368835
21777,40.74882126,-73.98789978
21778,40.73340988,-73.98699951
21779,40.73860931,-74.00376129
21780,40.7696991,-73.98049927
21781,40.75746155,-73.98982239
21782,40.73234177,-73.99620056
21783,40.72015762,-74.01021576
21784,40.73683167,-73.98870087
21785,40.73632813,-73.99330139
21786,40.72084045,-74.01004791
21787,40.74700546,-74.0006485
21788,40.74644089,-73.979599
21789,40.73107147,-73.99172211
21790,40.7507019,-73.96983337
21791,40.75472641,-73.97737122
21792,40.7603569,-74.00289154
21793,40.77308655,-73.88530731
21794,40.76881027,-73.86306
21795,40.77237701,-73.9525528
21796,40.78266907,-73.97138977
21797,40.7805481,-73.95278931
21798,40.75986099,-73.97418976
21799,40.75289154,-73.98129272
21800,40.75770569,-73.96189117
21801,40.75598526,-73.96765137
21802,40.73952103,-74.00215149
21803,40.75616074,-73.99040985
21804,40.76444626,-73.98484039
21805,40.79050064,-73.97483826
21806,40.74255371,-73.99198151
21807,40.73540497,-74.00606537
21808,40.75782776,-73.97119904
21809,40.76970673,-73.86369324
21810,40.76411057,-73.97382355
21811,40.78282166,-73.98397827
21812,40.77983093,-73.98149872
21813,40.75616074,-73.96765137
21814,40.75128937,-73.97660065
21815,40.7884903,-73.95265961
21816,40.74095154,-73.98155212
21817,40.77909088,-73.94850922
21818,40.77788162,-73.98184967
21819,40.77116776,-73.96385956
21820,40.77233887,-73.96688843
21821,40.75059509,-73.97875214
21822,40.75733185,-73.97116089
21823,40.7633934,-73.95632172
21824,40.80162811,-73.96836853
21825,40.73785019,-73.98390961
21826,40.75189972,-73.97541046
21827,40.69379044,-73.99269104
21828,40.74372101,-73.99507141
21829,40.71177292,-74.01063538
21830,40.74319077,-73.99622345
21831,40.77391815,-73.96418762
21832,40.77209091,-73.96523285
21833,40.77362823,-73.98130035
21834,40.71347809,-74.00907898
21835,40.77401733,-73.87444305
21836,40.74782181,-73.97373962
21837,40.7443924,-73.98550415
21838,40.7619133,-73.96619415
21839,40.73949051,-73.97647095
21840,40.72174835,-74.00830078
21841,40.73149109,-73.98233032
21842,40.78976059,-73.9523468
21843,40.76522064,-73.96553802
21844,40.79419327,-73.96664429
21845,40.76258469,-73.97799683
21846,40.78939819,-73.9776535
21847,40.76613617,-73.96318817
21848,40.77595139,-73.96445465
21849,40.72480011,-73.98139191
21850,40.76662827,-73.98667908
21851,40.7651062,-73.97537231
21852,40.73958969,-73.98259735
21853,40.76856995,-73.86256409
21854,40.77942276,-73.944664
21855,40.79179764,-73.96483612
21856,40.75377655,-73.96617126
21857,40.74948883,-73.99532318
21858,40.77785873,-73.95665741
21859,40.78274536,-73.98233032
21860,40.73846817,-73.98545074
21861,40.70507813,-74.01722717
21862,40.76857376,-73.967659
21863,40.7510376,-73.98447418
21864,40.74565887,-73.98873138
21865,40.78068161,-73.94959259
21866,40.73405838,-73.9806366
21867,40.75648117,-73.99008942
21868,40.74811935,-73.97824097
21869,40.73236847,-73.99653625
21870,40.77390289,-73.87490082
21871,40.74336243,-74.0072403
21872,40.73316574,-73.97563934
21873,40.75508881,-73.97471619
21874,40.74969864,-73.99155426
21875,40.77750015,-73.94898224
21876,40.72040558,-73.99796295
21877,40.74319077,-73.98819733
21878,40.78488922,-73.94946289
21879,40.70875168,-74.01256561
21880,40.74541855,-73.99092865
21881,40.78739929,-73.9788208
21882,40.77486038,-73.98240662
21883,40.74962616,-73.99163818
21884,40.74472046,-73.98085022
21885,40.75356293,-73.98077393
21886,40.73238373,-74.00576782
21887,40.72618103,-74.00907135
21888,40.78466034,-73.95816803
21889,40.76520157,-73.96601105
21890,40.7757225,-73.94566345
21891,40.7339592,-73.9887619
21892,40.74179077,-73.99741364
21893,40.76792908,-73.95220947
21894,40.72212601,-74.00828552
21895,40.75960922,-73.98493195
21896,40.7497406,-73.99156189
21897,40.7279892,-73.99307251
21898,40.77788162,-73.95892334
21899,40.76951599,-73.96098328
21900,40.76383972,-73.98506927
21901,40.75590134,-73.97293854
21902,40.74614334,-73.9776535
21903,40.74381638,-73.99222565
21904,40.75953293,-73.97332764
21905,40.74925995,-73.99179077
21906,40.76713943,-73.88667297
21907,40.75057602,-73.99095154
21908,40.74901962,-73.99208069
21909,40.76647568,-73.96309662
21910,40.7445488,-73.99166107
21911,40.70544815,-74.0133667
21912,40.72943497,-73.97798157
21913,40.73300934,-73.99989319
21914,40.7689209,-73.99234009
21915,40.74394226,-73.95367432
21916,40.76369858,-73.98046875
21917,40.85070038,-73.93840027
21918,40.75547028,-73.96239471
21919,40.7780304,-73.97837067
21920,40.73136139,-74.00113678
21921,40.76584244,-73.97184753
21922,40.73696899,-73.98446655
21923,40.77381516,-73.87110138
21924,40.74084854,-73.99802399
21925,40.77922058,-73.98478699
21926,40.75542831,-73.97570038
21927,40.76170349,-73.9726181
21928,40.77279663,-73.96260071
21929,40.75437164,-73.96881104
21930,40.75027084,-73.99425507
21931,40.75091934,-73.99051666
21932,40.81994247,-73.96018982
21933,40.77541733,-73.96078491
21934,40.76966858,-73.96466827
21935,40.766819,-73.990242
21936,40.77738953,-73.94615936
21937,40.76486969,-73.97668457
21938,40.77809906,-73.95645142
21939,40.73114014,-73.98879242
21940,40.7588501,-73.98867798
21941,40.75856781,-73.98561096
21942,40.74615097,-73.97978973
21943,40.7821312,-73.97115326
21944,40.77352905,-73.98908234
21945,40.76609039,-73.95220184
21946,40.73265839,-74.00746155
21947,40.71462631,-74.01612854
21948,40.76336288,-73.98310089
21949,40.78933334,-73.97555542
21950,40.76968384,-73.95054626
21951,40.7838707,-73.95468903
21952,40.741539,-73.97839355
21953,40.77251053,-73.95291901
21954,40.73170471,-73.98223877
21955,40.75537109,-73.97763824
21956,40.76314926,-73.96755219
21957,40.75056458,-73.99450684
21958,40.7404213,-73.98587036
21959,40.77732849,-73.95200348
21960,40.74383926,-73.99214935
21961,40.78760147,-73.97706604
21962,40.76697159,-73.95957947
21963,40.75597763,-73.98868561
21964,40.76925659,-73.98471069
21965,40.71260071,-73.96247864
21966,40.64537811,-73.7767868
21967,40.72285843,-74.01004028
21968,40.74459457,-74.00281525
21969,40.7673111,-73.99015808
21970,40.64640045,-73.78076172
21971,40.75396729,-73.97693634
21972,40.72407913,-74.00456238
21973,40.79315567,-73.97476959
21974,40.78424072,-73.97747803
21975,40.73688126,-73.98155212
21976,40.77647781,-73.94688416
21977,40.76977921,-73.95158386
21978,40.74436951,-73.97303009
21979,40.77307129,-73.94911194
21980,40.75640106,-73.9890213
21981,40.72706985,-73.99373627
21982,40.73594666,-73.98517609
21983,40.73814011,-73.99619293
21984,40.8087883,-73.95223999
21985,40.75860977,-73.96588135
21986,40.74866867,-73.9924469
21987,40.7282753,-73.98793793
21988,40.78487396,-73.97336578
21989,40.73841095,-73.9960022
21990,40.7630806,-73.97807312
21991,40.76728058,-73.95314789
21992,40.73362732,-73.98991394
21993,40.74827194,-73.99253082
21994,40.74494934,-73.97624207
21995,40.75682831,-73.96399689
21996,40.78325653,-73.95510864
21997,40.77396393,-73.98890686
21998,40.75463104,-73.98763275
21999,40.74374771,-74.00331116
22000,40.7268219,-73.98577118
22001,40.76953125,-73.96920776
22002,40.73565292,-73.97515869
22003,40.7356987,-74.00596619
22004,40.73968124,-73.97955322
22005,40.72999954,-73.98058319
22006,40.78622055,-73.97229767
22007,40.73737335,-74.00498962
22008,40.74462891,-73.98722076
22009,40.72817612,-74.00293732
22010,40.76789093,-73.96637726
22011,40.76610184,-73.95206451
22012,40.74947357,-73.97235107
22013,40.73265839,-73.98487091
22014,40.7168808,-73.98168945
22015,40.77009583,-73.98434448
22016,40.7734108,-73.95511627
22017,40.74843216,-73.99227142
22018,40.75450134,-73.97812653
22019,40.74571228,-73.97202301
22020,40.73127365,-73.99188995
22021,40.77841949,-73.94517517
22022,40.73999405,-73.99028015
22023,40.76939011,-73.86328125
22024,40.76975632,-73.95755768
22025,40.66225052,-73.98222351
22026,40.74528122,-73.97235107
22027,40.75482559,-73.96225739
22028,40.76156616,-73.98246002
22029,40.75069046,-73.97158813
22030,40.75586319,-73.99073792
22031,40.73300934,-73.9812851
22032,40.76477814,-73.96626282
22033,40.70609665,-74.00939178
22034,40.77136612,-73.86629486
22035,40.72674179,-73.98583984
22036,40.75123215,-73.99407196
22037,40.82529831,-73.95137787
22038,40.76145935,-73.96421814
22039,40.74337387,-73.98232269
22040,40.77458954,-73.96128082
22041,40.75592041,-73.97889709
22042,40.776371,-73.95271301
22043,40.74182892,-73.99759674
22044,40.74847794,-73.99220276
22045,40.77429962,-73.95319366
22046,40.7434082,-73.97682953
22047,40.77315903,-73.98190308
22048,40.75257111,-73.99609375
22049,40.75191116,-73.97633362
22050,40.75696182,-73.97415924
22051,40.73112106,-74.00128174
22052,40.7463913,-73.97210693
22053,40.77634048,-73.9761734
22054,40.7622261,-73.97821045
22055,40.76795959,-73.96437836
22056,40.76435852,-73.99565887
22057,40.78596878,-73.96904755
22058,40.77151871,-73.92653656
22059,40.74647141,-73.97215271
22060,40.6820488,-73.99368286
22061,40.75405121,-73.99591064
22062,40.76414108,-73.98139191
22063,40.72679901,-74.00350189
22064,40.73829651,-74.0039444
22065,40.76345062,-73.96494293
22066,40.78361893,-73.94734955
22067,40.77420425,-73.96372223
22068,40.79785156,-73.9691391
22069,40.70731735,-74.00387573
22070,40.77851868,-73.9562912
22071,40.75170135,-73.98213959
22072,40.73327637,-73.99980164
22073,40.73892212,-73.97940826
22074,40.74980927,-73.99156952
22075,40.76815033,-73.962883
22076,40.76647949,-73.98197937
22077,40.71023178,-74.00740051
22078,40.76573944,-73.98020935
22079,40.79883194,-73.94776917
22080,40.74243546,-73.99680328
22081,40.77476883,-73.95870972
22082,40.76538849,-73.96999359
22083,40.78174973,-73.95172882
22084,40.7632103,-73.9927597
22085,40.77048492,-73.95223236
22086,40.77005386,-73.98778534
22087,40.80251312,-73.96763611
22088,40.76266098,-73.98215485
22089,40.77415848,-73.87322998
22090,40.7557869,-73.97674561
22091,40.73308563,-73.97551727
22092,40.78124237,-73.9599762
22093,40.77429581,-73.9851532
22094,40.75027847,-73.97712708
22095,40.79333115,-73.96353912
22096,40.74917984,-73.99220276
22097,40.72935867,-74.00147247
22098,40.76286316,-73.9969101
22099,40.77696228,-73.9776535
22100,40.73508453,-73.98995972
22101,40.7248497,-73.99971771
22102,40.75691986,-73.96386719
22103,40.75693893,-73.99738312
22104,40.777668,-73.98220825
22105,40.78231812,-73.98274994
22106,40.70523834,-74.00801086
22107,40.78701019,-73.97171783
22108,40.73297119,-74.00019073
22109,40.76166916,-73.99391174
22110,40.76596832,-73.98203278
22111,40.75796127,-73.96035004
22112,40.73263931,-74.00784302
22113,40.76900864,-73.96539307
22114,40.74026871,-73.97925568
22115,40.7492218,-73.97931671
22116,40.76699829,-73.95353699
22117,40.76821899,-73.97023773
22118,40.73448563,-74.00616455
22119,40.73592758,-73.98953247
22120,40.75008011,-73.9746933
22121,40.71813965,-74.0149231
22122,40.75270462,-73.97801208
22123,40.75113678,-73.97789764
22124,40.75218964,-73.98609161
22125,41.05123901,-73.53491211
22126,40.7779808,-73.95191193
22127,40.75646973,-73.99000549
22128,40.7305603,-73.99227905
22129,40.77286148,-73.88523102
22130,40.72883987,-74.00039673
22131,40.76610947,-73.96949005
22132,40.7524147,-73.98950195
22133,40.78419113,-73.95516968
22134,40.74649048,-73.97963715
22135,40.74208832,-73.98916626
22136,40.76999664,-73.96664429
22137,40.72151947,-73.98394012
22138,40.77219772,-73.96264648
22139,40.78860855,-73.94892883
22140,40.76619339,-73.98296356
22141,40.75838852,-73.96697998
22142,40.77962112,-73.95355225
22143,40.76969147,-73.86331177
22144,40.74367905,-73.98789978
22145,40.75791168,-73.96916962
22146,40.8015213,-73.96804047
22147,40.79231644,-73.97521973
22148,40.79037094,-73.9691925
22149,40.78022003,-73.95702362
22150,40.78567886,-73.95095825
22151,40.76192093,-73.97415924
22152,40.74975204,-73.99154663
22153,40.74555206,-73.99829102
22154,40.74446106,-73.97608948
22155,40.73331833,-74.00274658
22156,40.77370071,-73.8708725
22157,40.74914932,-73.99198151
22158,40.77294922,-73.97823334
22159,40.78923035,-73.97760773
22160,40.7502594,-73.97190094
22161,40.73178864,-74.00083923
22162,40.75106812,-73.99398804
22163,40.77180099,-73.95916748
22164,40.71245956,-74.00987244
22165,40.70507813,-74.00743866
22166,40.76310349,-73.98044586
22167,40.74864578,-73.98040009
22168,40.77557755,-73.94441223
22169,40.75609207,-73.99053192
22170,40.78474426,-73.94954681
22171,40.72240829,-73.99704742
22172,40.75172043,-74.00378418
22173,40.72557831,-73.986763
22174,40.64530182,-73.77669525
22175,40.79674911,-73.96829224
22176,40.76420212,-73.99597931
22177,40.75333405,-73.97462463
22178,40.71506119,-73.99250793
22179,40.76298141,-73.96269226
22180,40.7596817,-73.96599579
22181,40.77373123,-73.87081909
22182,40.78009796,-73.94515228
22183,40.73577881,-73.98519897
22184,40.76411819,-73.96459961
22185,40.73488998,-73.9890213
22186,40.75056076,-73.99086761
22187,40.77721405,-73.95925903
22188,40.73353195,-73.99185944
22189,40.75921631,-73.91882324
22190,40.74879074,-73.99172211
22191,40.75976181,-73.98790741
22192,40.76251984,-73.97844696
22193,40.76573944,-73.9761734
22194,40.74862671,-73.97790527
22195,40.74948502,-73.9991684
22196,40.74575043,-74.00548553
22197,40.7537384,-73.94178772
22198,40.73852158,-73.99601746
22199,40.7472229,-74.00073242
22200,40.78461456,-73.94667816
22201,40.75635529,-73.98994446
22202,40.7477417,-73.97370911
22203,40.7551384,-73.99494934
22204,40.75061035,-73.99456787
22205,40.74272156,-73.98020935
22206,40.74739838,-73.98059845
22207,40.71284866,-73.98838043
22208,40.73715973,-73.99259186
22209,40.76924133,-73.95198059
22210,40.7426796,-73.98033142
22211,40.79801178,-73.96954346
22212,40.77962112,-73.95032501
22213,40.76267624,-73.96577454
22214,40.7566185,-73.98977661
22215,40.79450607,-73.96631622
22216,40.77176666,-73.95012665
22217,40.76147842,-73.9246521
22218,40.75385666,-73.99217224
22219,40.71881104,-74.01035309
22220,40.77828979,-73.94540405
22221,40.72420883,-73.99765778
22222,40.74872971,-73.98218536
22223,40.74311066,-73.99240112
22224,40.71762085,-74.01545715
22225,40.69384003,-73.98325348
22226,40.74829865,-73.98802185
22227,40.74063873,-74.00193024
22228,40.75219727,-73.9786377
22229,40.77370453,-73.87090302
22230,40.7467308,-73.98130035
22231,40.76846695,-73.86325073
22232,40.75101089,-73.97514343
22233,40.7496376,-74.00307465
22234,40.73239136,-74.00647736
22235,40.74919891,-73.99189758
22236,40.76421738,-73.98418427
22237,40.78058624,-73.95271301
22238,40.78292084,-73.95092773
22239,40.75933075,-73.98703766
22240,40.82580566,-73.9233551
22241,40.75598145,-73.96752167
22242,40.79233932,-73.9678421
22243,40.76620865,-73.96404266
22244,40.75297928,-73.96987915
22245,40.73428345,-73.9957962
22246,40.77038193,-73.96427917
22247,40.74309921,-73.98635864
22248,40.7395134,-74.00805664
22249,40.76689148,-73.9624176
22250,40.75841904,-73.98667908
22251,40.77317429,-73.95470428
22252,40.76532364,-73.97195435
22253,40.75196838,-73.97364807
22254,40.73463821,-73.9863205
22255,40.76204681,-73.97879028
22256,40.72560501,-73.98985291
22257,40.76229858,-73.9848175
22258,40.76391983,-73.96401215
22259,40.758461,-73.97521973
22260,40.75182343,-73.97724152
22261,40.7658577,-73.95726776
22262,40.7593689,-73.99230194
22263,40.7693634,-73.86344147
22264,40.77421951,-73.87306213
22265,40.76594925,-73.98729706
22266,40.72230148,-74.00803375
22267,40.76897812,-73.95509338
22268,40.75291061,-73.98123169
22269,40.7907753,-73.96914673
22270,40.73754883,-74.0063858
22271,40.7136879,-74.01442719
22272,40.70491028,-74.00732422
22273,40.77415085,-73.87323761
22274,40.7568512,-73.98403168
22275,40.75862503,-73.97940063
22276,40.77380753,-73.87094116
22277,40.75476074,-73.97624969
22278,40.74496841,-73.98280334
22279,40.71627045,-74.0047226
22280,40.71669388,-74.01097107
22281,40.707901,-74.00739288
22282,40.71392441,-74.01441193
22283,40.77550888,-73.97633362
22284,40.74459839,-73.9848938
22285,40.76006699,-73.98560333
22286,40.76528549,-73.96775818
22287,40.75106812,-73.99425507
22288,40.75901031,-73.97016907
22289,40.75931931,-73.99503326
22290,40.74604034,-73.97953033
22291,40.75109863,-73.97561646
22292,40.77322006,-73.96019745
22293,40.75617981,-73.97270203
22294,40.74496078,-73.91844177
22295,40.75183868,-73.97636414
22296,40.79185104,-73.97380066
22297,40.78371429,-73.97422791
22298,40.72513962,-74.00314331
22299,40.76243973,-73.98225403
22300,40.73241043,-73.99125671
22301,40.78266144,-73.9808197
22302,40.77310562,-73.88533783
22303,40.78519821,-73.97904205
22304,40.71052933,-73.95799255
22305,40.76713943,-73.95637512
22306,40.73314667,-73.99998474
22307,40.75432205,-73.99172974
22308,40.75490189,-73.96842957
22309,40.74845123,-73.98877716
22310,40.75189209,-74.00124359
22311,40.74612045,-73.98184204
22312,40.67655945,-74.00093079
22313,40.72495651,-73.98725128
22314,40.7702713,-73.95123291
22315,40.80553436,-73.96533966
22316,40.7546196,-73.97312927
22317,40.71667099,-74.00669861
22318,40.75962067,-73.98593903
22319,40.74204636,-73.97793579
22320,40.78318787,-73.95509338
22321,40.78792572,-73.96750641
22322,40.80083847,-73.95661926
22323,40.73587036,-73.98947906
22324,40.78334045,-73.97851563
22325,40.76991653,-73.86396027
22326,40.80095673,-73.96702576
22327,40.79688644,-73.97187042
22328,40.75614166,-73.98342896
22329,40.76742172,-73.95304108
22330,40.75597382,-73.98338318
22331,40.76646042,-73.9261322
22332,40.77361298,-73.87076569
22333,40.74386978,-73.9834671
22334,40.73460007,-73.99890137
22335,40.7868309,-73.97566223
22336,40.77138519,-73.98152924
22337,40.75601959,-73.96131134
22338,40.74193573,-73.98925781
22339,40.76007843,-73.97470093
22340,40.72869873,-73.98783875
22341,40.75807571,-73.9887619
22342,40.78525162,-73.97882843
22343,40.77471542,-73.9821701
22344,40.74418259,-73.99184418
22345,40.75422287,-73.97180939
22346,40.7463913,-73.99391937
22347,40.77370834,-73.95770264
22348,40.77365112,-73.96190643
22349,40.80521393,-73.96595764
22350,40.75996017,-73.99507141
22351,40.72499847,-73.98129272
22352,40.76887894,-73.95867157
22353,40.7387886,-74.00827789
22354,40.74494171,-73.99491119
22355,40.74982071,-73.99157715
22356,40.75901031,-73.99429321
22357,40.7509613,-73.99403381
22358,40.7784996,-73.95414734
22359,40.76504135,-73.96097565
22360,40.76023865,-73.97589111
22361,40.73619461,-73.98503113
22362,40.77098083,-73.95072174
22363,40.7975502,-73.96029663
22364,40.71992874,-73.9874649
22365,40.78094864,-73.95900726
22366,40.7466011,-73.97142792
22367,40.77131653,-73.983284
22368,40.84666061,-73.93834686
22369,40.75679016,-73.9758606
22370,40.7430687,-73.98451996
22371,40.78153992,-73.97576141
22372,40.75051117,-73.97354126
22373,40.75532913,-73.98048401
22374,40.74562073,-73.98972321
22375,40.7452774,-73.98667145
22376,40.77988052,-73.95024872
22377,40.7647934,-73.99169922
22378,40.75740433,-73.9665451
22379,40.77627182,-73.98703003
22380,40.74867249,-73.98873901
22381,40.79453659,-73.97193146
22382,40.77257156,-73.96481323
22383,40.79959106,-73.96395111
22384,40.79340363,-73.94039917
22385,40.75017929,-73.97158813
22386,40.73834991,-73.98548889
22387,40.77942657,-73.95991516
22388,40.77399445,-73.95953369
22389,40.74389648,-74.00684357
22390,40.7208786,-73.99758911
22391,40.75963211,-73.99134827
22392,40.77442551,-73.96136475
22393,40.76517105,-73.95487976
22394,40.72639847,-73.85170746
22395,40.75738144,-73.98457336
22396,40.73001099,-73.99889374
22397,40.76777267,-73.96203613
22398,40.70991135,-74.01656342
22399,40.77841949,-73.98526764
22400,40.74152374,-73.99742126
22401,40.76396179,-73.98854828
22402,40.77985001,-73.94436646
22403,40.77138138,-73.98178864
22404,40.75722504,-73.98384857
22405,40.75257874,-73.98549652
22406,40.6459198,-73.77680969
22407,40.79677963,-73.97022247
22408,40.76905823,-73.96105194
22409,40.73665619,-73.99706268
22410,40.73493195,-73.99088287
22411,40.73918152,-74.00301361
22412,40.74814606,-73.97283936
22413,40.71709824,-73.99130249
22414,40.79360962,-73.97267151
22415,40.7428894,-74.00767517
22416,40.78299332,-73.9802475
22417,40.7330513,-74.00740814
22418,40.7386322,-74.00556183
22419,40.74551773,-73.93858337
22420,40.75957108,-73.99191284
22421,40.72528076,-73.99578857
22422,40.75095367,-73.99039459
22423,40.73339844,-73.99968719
22424,40.76926041,-73.96730042
22425,40.75593948,-73.99085999
22426,40.64509583,-73.77684784
22427,40.74059677,-73.97879791
22428,40.77172852,-73.95896149
22429,40.78307343,-73.95484924
22430,40.76481247,-73.97673798
22431,40.75325012,-73.96640778
22432,40.77907562,-73.95797729
22433,40.76736069,-73.98610687
22434,40.74479294,-73.98912048
22435,40.77038956,-73.9911499
22436,40.77067566,-73.9622345
22437,40.72378159,-73.99269104
22438,40.7550354,-73.97071075
22439,40.74977112,-73.99138641
22440,40.79051971,-73.94258881
22441,40.7051506,-74.00727081
22442,40.7935791,-73.97431946
22443,40.73005676,-73.99291229
22444,40.70566177,-74.00991821
22445,40.72859955,-73.99492645
22446,40.75426483,-73.97544861
22447,40.76420975,-73.99588776
22448,40.7627449,-73.96565247
22449,40.70523071,-74.01718903
22450,40.77547073,-73.95630646
22451,40.76031494,-74.00293732
22452,40.77404785,-73.8744812
22453,40.83023834,-73.94786835
22454,40.74647903,-73.97143555
22455,40.77275848,-73.96469116
22456,40.74066162,-73.99852753
22457,40.7609787,-73.9608078
22458,40.74374008,-73.9728775
22459,40.73249054,-73.98967743
22460,40.80104065,-73.9590683
22461,40.7382164,-73.98390198
22462,40.77936172,-73.94471741
22463,40.81281662,-73.9377594
22464,40.7952652,-73.97119141
22465,40.7643013,-73.98143768
22466,40.7745018,-73.98213196
22467,40.73677063,-73.98880768
22468,40.78350067,-73.94760895
22469,40.75556183,-73.97918701
22470,40.73522949,-73.98564148
22471,40.7448616,-73.97862244
22472,40.74861145,-73.98833466
22473,40.76797104,-73.96833038
22474,40.72064209,-74.00841522
22475,40.75733185,-73.97299957
22476,40.7560463,-73.99078369
22477,40.75561142,-73.97454834
22478,40.70434189,-74.01242828
22479,40.77267838,-73.86994171
22480,40.74034882,-73.99856567
22481,40.71184921,-73.99907684
22482,40.77447128,-73.9883194
22483,40.75566864,-73.9764328
22484,40.74212265,-74.00071716
22485,40.78324509,-73.9744873
22486,40.7568512,-73.97187805
22487,40.77466965,-73.98836517
22488,40.74517059,-74.00592041
22489,40.77811813,-73.95211792
22490,40.82081223,-73.95472717
22491,40.76053238,-73.98285675
22492,40.77371597,-73.98236084
22493,40.76708603,-73.98989105
22494,40.74305725,-73.97718811
22495,40.75906754,-73.9724884
22496,40.77059555,-73.98220062
22497,40.76878738,-73.86279297
22498,40.77386856,-73.8711319
22499,40.77123642,-73.95352173
22500,40.75873947,-73.97705841
22501,40.7698288,-73.86312103
22502,40.71516037,-74.00942993
22503,40.7943306,-73.96643066
22504,40.72689056,-74.00318909
22505,40.62348938,-73.97676849
22506,40.76268005,-73.98370361
22507,40.76596451,-73.97937012
22508,40.76661301,-73.9628067
22509,40.7634697,-73.99260712
22510,40.7351799,-73.98990631
22511,40.75067902,-73.99079895
22512,40.75128937,-73.98458862
22513,40.73418045,-74.00292969
22514,40.78087997,-73.98107147
22515,40.75207901,-73.97766876
22516,40.71411896,-74.00841522
22517,40.75889206,-73.96536255
22518,40.7483902,-74.00132751
22519,40.76443863,-73.98071289
22520,40.79322052,-73.97275543
22521,40.7492981,-73.97924805
22522,40.7288208,-73.97646332
22523,40.74604034,-74.00531006
22524,40.77797318,-73.95875549
22525,40.71440125,-74.00254822
22526,40.64541245,-73.77674866
22527,40.70615005,-74.01741791
22528,40.70730591,-74.00387573
22529,40.73086929,-74.00676727
22530,40.76337814,-73.95931244
22531,40.7810173,-73.98323059
22532,40.75883102,-73.98469543
22533,40.75346375,-73.98330688
22534,40.75414276,-73.99176025
22535,40.75404358,-73.98220062
22536,40.7483902,-73.9923172
22537,40.76483154,-73.93099976
22538,40.73860931,-73.99602509
22539,40.78540802,-73.96944427
22540,40.78248978,-73.95333099
22541,40.74309921,-73.98412323
22542,40.77629852,-73.94992065
22543,40.77927017,-73.9553833
22544,40.73025131,-73.98770905
22545,40.752491,-73.97662354
22546,40.7630806,-73.96614838
22547,40.74703979,-73.99356079
22548,40.78144836,-73.94905853
22549,40.79317093,-73.96730804
22550,40.78849411,-73.97045135
22551,40.75083542,-73.99440002
22552,40.64532852,-73.79071808
22553,40.71167374,-74.00737
22554,40.65607834,-74.00241089
22555,40.79706192,-73.94767761
22556,40.75883865,-73.97705841
22557,40.74491882,-73.99115753
22558,40.76428604,-73.98822021
22559,40.76889038,-73.98505402
22560,40.72156143,-73.98358917
22561,40.75632858,-73.97473907
22562,40.77924347,-73.98117828
22563,40.76504898,-73.95503998
22564,40.73676682,-74.0056839
22565,40.73302841,-74.00213623
22566,40.76966095,-73.95465851
22567,40.77378845,-73.87547302
22568,40.74356079,-73.9817276
22569,40.7712822,-73.86566162
22570,40.75911713,-73.99591827
22571,40.77045822,-73.98769379
22572,40.75241852,-73.99302673
22573,40.75317764,-73.97413635
22574,40.75368118,-73.99230194
22575,40.75031662,-73.9715271
22576,40.73871994,-73.99356079
22577,40.73430634,-73.99464417
22578,40.71611023,-74.00887299
22579,40.76152039,-73.95761108
22580,40.76782608,-73.96829224
22581,40.76716995,-73.96237183
22582,40.76977921,-73.86329651
22583,40.76507187,-73.96505737
22584,40.73757172,-74.00488281
22585,40.75444031,-73.96582031
22586,40.73823166,-73.98339081
22587,40.76670456,-73.95306396
22588,40.66360855,-73.98525238
22589,40.72718811,-74.00595856
22590,40.7555809,-73.96230316
22591,40.73868942,-74.00798798
22592,40.76625061,-73.98182678
22593,40.70991135,-74.01657104
22594,40.76582718,-73.96715546
22595,40.78296661,-73.95520782
22596,40.76470566,-73.98023987
22597,40.74622345,-74.0054245
22598,40.74478912,-73.99501801
22599,40.77994156,-73.95629883
22600,40.77759171,-73.95185089
22601,40.75694275,-73.98453522
22602,40.75912857,-73.97511292
22603,40.77341843,-73.95169067
22604,40.68346024,-73.99766541
22605,40.77370071,-73.87077332
22606,40.70513153,-74.00780487
22607,40.77093506,-73.96383667
22608,40.74914169,-73.99066925
22609,40.77428818,-73.96472168
22610,40.72859955,-73.98773193
